Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,SalaryIncrease,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HighPerformance
30,Yes,Travel_Frequently,Research & Development,6,3,3,Male,3,Research Scientist,4,Single,2285,9,Y,Yes,23,3,0,3,4,3,1,0,0,0,1
32,No,Non-Travel,Research & Development,47,4,4,Female,3,Laboratory Technician,3,Single,4025,9,Y,No,12,2,0,10,2,3,8,7,7,7,0
46,No,Travel_Rarely,Human Resources,2,2,4,Female,3,Human Resources,1,Single,3423,6,Y,No,12,3,0,10,3,4,7,6,5,7,0
36,No,Non-Travel,Research & Development,29,4,1,Male,3,Manufacturing Director,4,Single,7779,2,Y,No,20,1,0,18,0,3,11,9,0,9,1
29,No,Travel_Rarely,Research & Development,31,3,4,Male,3,Manufacturing Director,4,Divorced,4262,4,Y,No,12,2,2,8,2,4,3,2,1,2,0
24,No,Travel_Rarely,Sales,6,1,4,Female,3,Sales Executive,3,Married,4162,1,Y,Yes,12,3,2,5,3,3,5,4,0,3,0
55,No,Travel_Rarely,Research & Development,3,3,3,Female,3,Manager,4,Single,16659,2,Y,Yes,13,3,0,30,2,3,5,4,1,2,0
21,No,Travel_Rarely,Research & Development,2,1,4,Female,2,Research Scientist,2,Single,2070,1,Y,Yes,11,3,0,2,6,4,2,2,2,2,0
38,No,Travel_Rarely,Research & Development,14,2,2,Male,3,Research Scientist,4,Divorced,4771,2,Y,No,19,4,2,10,0,4,5,2,0,3,0
36,No,Travel_Rarely,Research & Development,19,5,4,Female,2,Manufacturing Director,4,Single,8858,0,Y,No,11,2,0,15,2,2,14,8,7,8,0
59,No,Non-Travel,Human Resources,3,4,3,Female,2,Manager,4,Married,18844,9,Y,No,21,4,1,30,3,3,3,2,2,2,1
49,No,Travel_Rarely,Sales,18,4,4,Female,3,Sales Executive,4,Single,4507,3,Y,No,12,3,0,8,1,4,5,1,0,4,0
29,No,Travel_Frequently,Sales,32,3,3,Female,3,Sales Representative,4,Married,2157,1,Y,No,15,2,1,3,5,3,3,1,0,2,0
46,No,Travel_Rarely,Sales,2,4,4,Male,4,Manager,1,Single,17567,1,Y,No,15,2,0,27,5,1,26,0,0,12,0
31,No,Travel_Rarely,Research & Development,3,4,2,Male,3,Laboratory Technician,3,Married,3477,1,Y,No,14,4,1,6,2,4,5,2,0,3,0
24,Yes,Travel_Frequently,Research & Development,11,3,1,Female,3,Laboratory Technician,3,Married,2886,1,Y,Yes,16,4,1,6,4,3,6,3,1,2,0
28,No,Travel_Frequently,Sales,11,3,3,Male,3,Sales Executive,1,Single,4898,0,Y,No,14,4,0,5,5,3,4,2,1,3,0
35,No,Travel_Rarely,Research & Development,43,1,3,Female,2,Research Scientist,1,Single,2559,1,Y,No,11,4,0,6,3,2,6,5,1,1,0
46,No,Travel_Frequently,Sales,8,4,1,Male,3,Sales Executive,4,Single,5772,4,Y,Yes,21,3,0,14,4,3,9,6,0,8,1
28,No,Travel_Rarely,Sales,8,3,4,Male,3,Sales Executive,1,Single,8463,0,Y,No,18,4,0,6,4,3,5,4,1,3,0
25,No,Travel_Rarely,Research & Development,3,1,4,Male,3,Laboratory Technician,3,Divorced,3977,6,Y,Yes,19,3,1,7,2,2,2,2,0,2,0
33,No,Travel_Frequently,Research & Development,10,3,3,Male,3,Healthcare Representative,4,Divorced,7725,3,Y,No,23,3,1,15,2,1,13,11,4,7,1
28,No,Travel_Rarely,Research & Development,13,2,4,Female,3,Research Scientist,4,Single,3310,1,Y,No,21,4,0,5,3,3,5,3,0,2,1
36,No,Travel_Rarely,Sales,2,4,2,Female,3,Sales Executive,3,Single,6815,6,Y,No,13,1,0,15,5,3,1,0,0,0,0
41,No,Non-Travel,Sales,16,2,4,Male,3,Sales Executive,4,Single,6230,7,Y,No,14,4,0,16,3,3,14,3,1,10,0
47,No,Non-Travel,Research & Development,23,4,3,Male,3,Research Scientist,2,Married,5467,8,Y,No,18,3,1,16,4,4,8,7,1,7,0
42,No,Travel_Rarely,Sales,13,4,3,Male,3,Sales Executive,2,Married,6825,0,Y,No,11,4,1,10,2,3,9,7,4,2,0
36,No,Non-Travel,Research & Development,13,3,1,Female,4,Research Director,1,Married,11713,9,Y,No,14,1,1,10,2,3,8,7,0,5,0
24,No,Travel_Rarely,Research & Development,39,3,4,Male,3,Laboratory Technician,2,Single,3597,8,Y,No,22,4,0,6,2,3,4,3,1,2,1
45,No,Travel_Rarely,Sales,3,2,2,Male,1,Sales Representative,3,Single,6632,0,Y,No,13,1,0,9,3,3,8,7,3,1,0
41,No,Travel_Rarely,Human Resources,2,3,4,Male,2,Manager,3,Married,19189,1,Y,No,12,2,1,22,3,3,22,7,2,10,0
46,No,Travel_Rarely,Sales,3,4,2,Female,3,Manager,1,Single,18947,3,Y,No,12,4,0,22,2,2,2,2,2,1,0
38,No,Travel_Rarely,Research & Development,27,1,3,Female,2,Healthcare Representative,3,Married,8823,0,Y,No,18,1,1,20,4,2,19,9,1,9,0
29,No,Travel_Frequently,Sales,3,2,2,Male,3,Sales Executive,4,Single,4554,1,Y,No,18,1,0,10,3,2,10,7,0,9,0
30,No,Non-Travel,Sales,35,4,3,Female,3,Sales Executive,1,Married,8412,0,Y,No,11,3,0,10,3,3,9,8,7,8,0
35,Yes,Travel_Rarely,Research & Development,23,4,3,Male,2,Laboratory Technician,2,Divorced,3743,1,Y,Yes,24,4,1,5,2,1,4,2,0,2,1
30,No,Travel_Rarely,Human Resources,14,3,3,Male,3,Human Resources,4,Married,6347,0,Y,Yes,19,4,0,12,2,1,11,9,4,7,0
25,Yes,Travel_Rarely,Research & Development,5,3,1,Male,3,Laboratory Technician,1,Married,4031,5,Y,No,13,3,1,6,5,3,2,2,0,2,0
30,Yes,Travel_Rarely,Sales,2,3,2,Male,2,Sales Executive,1,Married,9714,1,Y,No,11,4,1,10,4,3,10,8,6,7,0
27,No,Travel_Rarely,Research & Development,13,3,2,Female,4,Research Scientist,3,Married,3517,7,Y,No,17,1,0,5,0,3,3,2,0,2,0
32,No,Travel_Frequently,Research & Development,16,3,1,Male,3,Research Scientist,3,Married,3433,6,Y,No,13,1,1,10,3,2,5,2,1,3,0
31,No,Travel_Rarely,Research & Development,3,1,4,Female,1,Laboratory Technician,4,Divorced,1129,1,Y,Yes,11,3,3,1,4,3,1,0,0,0,0
51,No,Travel_Rarely,Research & Development,10,3,1,Male,3,Research Director,3,Single,19537,7,Y,No,13,3,0,23,5,3,20,18,15,15,0
46,No,Non-Travel,Research & Development,11,4,3,Female,3,Manufacturing Director,3,Married,5258,2,Y,No,14,3,0,7,2,4,1,0,0,0,0
29,No,Travel_Rarely,Research & Development,11,3,4,Male,3,Laboratory Technician,1,Single,2062,3,Y,No,14,2,0,11,2,3,3,2,1,2,0
44,No,Non-Travel,Research & Development,27,3,4,Male,1,Research Scientist,3,Single,2290,2,Y,No,13,4,0,6,3,3,0,0,0,0,0
25,No,Travel_Rarely,Research & Development,2,3,4,Female,3,Research Scientist,2,Single,2096,1,Y,No,18,4,0,2,3,2,2,2,2,1,0
34,No,Travel_Rarely,Research & Development,8,3,3,Female,2,Manager,1,Single,11631,2,Y,No,12,4,0,14,6,3,11,10,5,8,0
54,No,Travel_Frequently,Research & Development,32,4,4,Female,3,Research Scientist,3,Single,4869,3,Y,No,12,4,0,20,4,2,4,3,0,3,0
38,No,Travel_Frequently,Research & Development,10,4,1,Male,2,Manufacturing Director,3,Married,5321,2,Y,No,11,4,1,10,1,3,8,3,7,7,0
28,Yes,Travel_Rarely,Research & Development,19,1,3,Female,3,Laboratory Technician,4,Married,2515,1,Y,Yes,11,4,0,1,4,2,1,1,0,0,0
30,No,Travel_Rarely,Sales,3,1,3,Male,3,Sales Representative,2,Married,2476,1,Y,No,18,1,1,1,3,3,1,0,0,0,0
31,No,Non-Travel,Research & Development,16,3,3,Female,3,Research Director,3,Married,11031,4,Y,No,20,3,1,13,2,4,11,7,4,8,1
37,No,Travel_Rarely,Research & Development,11,4,1,Male,3,Research Director,3,Single,13664,4,Y,No,13,1,0,16,3,4,5,2,0,2,0
32,No,Travel_Rarely,Research & Development,3,3,3,Female,3,Laboratory Technician,2,Married,2370,1,Y,No,13,3,1,8,4,3,8,0,0,7,0
55,Yes,Travel_Rarely,Sales,3,1,3,Male,3,Sales Executive,4,Single,5160,4,Y,No,16,3,0,12,3,2,9,7,7,3,0
40,No,Travel_Rarely,Research & Development,32,4,1,Male,3,Healthcare Representative,4,Married,10322,4,Y,No,20,4,1,14,6,3,11,10,11,1,1
36,No,Travel_Rarely,Research & Development,8,4,2,Female,3,Healthcare Representative,1,Married,8008,4,Y,No,12,3,2,9,6,3,3,2,0,2,0
29,No,Travel_Rarely,Research & Development,3,3,3,Male,3,Research Scientist,2,Married,2703,0,Y,No,23,4,1,6,3,3,5,4,0,4,1
44,No,Travel_Rarely,Research & Development,11,3,2,Female,3,Research Director,4,Divorced,19049,0,Y,Yes,14,4,1,23,4,2,22,7,1,10,0
45,No,Travel_Rarely,Research & Development,16,2,1,Male,3,Research Scientist,4,Married,2654,3,Y,No,21,4,2,8,3,2,2,2,0,2,1
46,No,Travel_Rarely,Research & Development,29,3,3,Female,3,Manufacturing Director,3,Divorced,4810,2,Y,No,14,3,1,19,5,2,10,7,0,8,0
37,Yes,Travel_Rarely,Sales,2,4,1,Male,2,Sales Executive,3,Married,10609,5,Y,No,11,3,0,17,2,1,14,1,11,7,0
38,No,Non-Travel,Human Resources,3,3,1,Male,3,Human Resources,2,Divorced,2592,5,Y,No,13,4,3,13,3,1,11,10,3,8,0
28,No,Travel_Rarely,Research & Development,43,3,2,Female,1,Manufacturing Director,1,Divorced,4877,0,Y,No,21,2,1,6,5,2,5,3,0,0,1
33,Yes,Travel_Frequently,Research & Development,5,3,1,Male,3,Research Scientist,1,Single,3348,1,Y,Yes,11,1,0,10,3,3,10,8,9,7,0
31,Yes,Travel_Frequently,Research & Development,2,5,3,Female,4,Manufacturing Director,2,Single,7446,1,Y,No,11,1,0,10,2,3,10,8,4,7,0
30,No,Travel_Rarely,Sales,11,1,4,Male,3,Sales Representative,2,Single,2983,0,Y,No,14,1,0,4,3,3,3,2,1,2,0
33,No,Travel_Rarely,Research & Development,21,1,2,Female,3,Research Scientist,4,Single,3452,3,Y,No,18,1,0,5,4,3,3,2,0,2,0
24,No,Non-Travel,Sales,21,2,4,Female,3,Sales Representative,2,Married,2033,1,Y,No,13,3,1,1,2,3,1,0,0,0,0
47,No,Travel_Rarely,Sales,6,2,4,Female,3,Sales Executive,4,Single,4163,1,Y,Yes,17,3,0,9,0,3,9,0,0,7,0
40,No,Travel_Frequently,Research & Development,26,4,1,Male,2,Laboratory Technician,3,Single,5094,6,Y,No,14,4,0,10,6,3,1,0,0,0,0
36,No,Non-Travel,Research & Development,2,4,4,Female,2,Manufacturing Director,3,Married,4374,0,Y,No,15,3,0,4,6,3,3,2,1,2,0
44,No,Travel_Rarely,Sales,45,3,4,Female,4,Sales Executive,4,Married,13320,3,Y,Yes,18,3,1,23,2,3,12,11,11,11,0
37,No,Travel_Rarely,Research & Development,2,4,2,Female,3,Manufacturing Director,2,Married,6447,6,Y,No,12,2,1,8,2,2,6,5,4,3,0
37,No,Travel_Rarely,Research & Development,11,4,4,Male,3,Research Scientist,1,Married,4284,5,Y,Yes,22,3,1,16,2,3,5,3,0,4,1
30,No,Travel_Rarely,Research & Development,2,2,4,Male,3,Laboratory Technician,2,Married,3748,1,Y,No,13,3,0,12,6,2,12,8,1,7,0
32,No,Travel_Rarely,Research & Development,10,5,3,Male,3,Research Scientist,3,Single,3038,3,Y,No,20,1,0,8,2,3,5,4,1,4,1
31,No,Travel_Rarely,Research & Development,19,1,3,Female,3,Research Scientist,4,Married,3929,8,Y,Yes,23,3,1,7,0,3,4,2,0,2,1
43,No,Travel_Rarely,Research & Development,10,4,2,Male,2,Research Director,4,Divorced,16627,4,Y,Yes,14,3,1,21,3,2,1,0,0,0,0
32,Yes,Travel_Rarely,Sales,3,4,3,Male,2,Sales Executive,2,Single,9907,7,Y,Yes,12,3,0,7,3,2,2,2,2,2,0
44,No,Travel_Rarely,Research & Development,32,3,4,Male,3,Research Scientist,2,Single,3420,1,Y,No,13,3,0,6,3,2,5,2,1,3,0
28,Yes,Travel_Rarely,Research & Development,3,4,1,Male,1,Research Scientist,4,Married,3464,5,Y,Yes,13,4,0,5,4,2,3,2,2,2,0
35,No,Travel_Rarely,Research & Development,13,1,4,Male,4,Laboratory Technician,4,Married,2269,1,Y,No,19,4,0,1,2,3,1,0,0,1,0
32,No,Travel_Rarely,Research & Development,3,3,4,Male,3,Research Scientist,1,Single,2439,1,Y,No,14,4,0,4,4,3,4,2,1,2,0
53,No,Travel_Rarely,Research & Development,5,4,3,Male,3,Research Director,3,Married,17584,3,Y,Yes,16,4,3,21,5,2,5,3,1,3,0
45,No,Travel_Rarely,Sales,3,3,4,Male,3,Sales Executive,2,Married,4805,0,Y,No,19,2,1,9,3,4,8,7,3,7,0
27,No,Travel_Rarely,Research & Development,18,1,2,Male,3,Laboratory Technician,1,Married,2099,0,Y,No,14,2,0,6,3,4,5,0,1,4,0
36,No,Travel_Rarely,Research & Development,5,3,3,Male,3,Research Scientist,2,Single,4485,4,Y,No,12,4,0,10,2,3,8,0,7,7,0
55,No,Travel_Rarely,Human Resources,42,4,3,Male,4,Manager,2,Married,19636,4,Y,Yes,18,1,1,35,0,3,10,9,1,4,0
48,No,Travel_Rarely,Research & Development,24,4,3,Female,3,Research Scientist,1,Married,2367,8,Y,No,12,4,1,10,3,2,8,2,7,6,0
50,No,Travel_Rarely,Research & Development,14,3,1,Male,3,Laboratory Technician,4,Married,2380,4,Y,No,18,2,0,8,5,3,1,0,0,0,0
46,No,Travel_Rarely,Sales,5,3,3,Female,3,Manager,2,Married,16606,8,Y,No,12,4,1,23,2,4,13,12,5,1,0
56,No,Travel_Rarely,Human Resources,13,4,4,Male,3,Manager,2,Single,19717,6,Y,No,14,1,0,36,4,3,7,3,7,7,0
26,Yes,Travel_Rarely,Human Resources,32,2,4,Female,3,Human Resources,2,Married,2148,0,Y,Yes,11,3,0,6,3,3,5,1,1,4,0
51,No,Travel_Frequently,Research & Development,2,4,1,Female,2,Healthcare Representative,1,Single,7484,3,Y,No,20,3,0,23,1,2,13,12,12,8,1
29,Yes,Travel_Rarely,Sales,2,3,2,Female,2,Sales Representative,3,Divorced,2800,6,Y,Yes,19,3,3,5,3,3,3,2,0,2,0
49,No,Travel_Rarely,Sales,13,4,4,Male,2,Sales Executive,2,Married,13120,6,Y,No,17,2,1,22,3,3,9,8,2,3,0
30,No,Non-Travel,Research & Development,14,2,3,Female,3,Manufacturing Director,3,Single,4695,7,Y,Yes,18,3,0,10,3,3,8,4,1,7,0
42,No,Travel_Rarely,Research & Development,6,2,3,Male,3,Manager,4,Married,19232,1,Y,No,11,4,0,22,3,3,22,17,11,15,0
45,No,Travel_Rarely,Research & Development,47,3,2,Male,3,Manufacturing Director,4,Married,9380,4,Y,Yes,18,4,2,10,4,4,3,1,1,2,0
29,No,Travel_Rarely,Research & Development,24,1,2,Female,1,Research Scientist,4,Married,2168,0,Y,Yes,18,1,1,6,2,2,5,4,1,3,0
32,No,Travel_Rarely,Sales,11,3,4,Male,2,Sales Executive,3,Married,5484,1,Y,No,14,3,1,13,3,2,13,8,4,8,0
32,Yes,Travel_Rarely,Research & Development,3,4,4,Male,3,Laboratory Technician,2,Single,1393,1,Y,No,12,1,0,1,2,3,1,0,0,0,0
48,No,Travel_Rarely,Sales,26,4,3,Female,3,Sales Executive,3,Divorced,6439,8,Y,No,14,3,1,18,2,3,8,7,7,7,0
30,No,Travel_Frequently,Research & Development,37,3,1,Male,1,Research Scientist,3,Divorced,2613,1,Y,No,25,3,3,10,2,2,10,7,0,9,1
53,No,Travel_Rarely,Research & Development,3,3,4,Male,4,Research Director,2,Single,16598,4,Y,No,12,2,0,35,2,2,9,8,8,8,0
33,No,Travel_Rarely,Human Resources,5,2,4,Male,3,Human Resources,2,Divorced,2277,3,Y,Yes,11,3,1,7,4,4,4,3,0,3,0
48,No,Travel_Rarely,Research & Development,16,3,4,Male,2,Research Director,2,Married,19665,4,Y,No,12,4,0,29,3,3,22,10,12,9,0
28,No,Travel_Rarely,Research & Development,27,2,3,Male,3,Laboratory Technician,1,Divorced,4558,1,Y,No,12,4,1,10,2,3,10,0,1,8,0
27,No,Non-Travel,Research & Development,13,5,1,Male,1,Laboratory Technician,3,Married,4621,1,Y,No,19,4,3,3,4,3,3,2,1,2,0
45,No,Travel_Frequently,Research & Development,40,3,2,Female,3,Manager,2,Single,18061,3,Y,No,22,3,0,22,4,3,0,0,0,0,1
20,No,Travel_Rarely,Sales,14,1,4,Male,3,Sales Representative,1,Single,2728,1,Y,No,11,1,0,2,3,3,2,2,0,2,0
38,No,Non-Travel,Sales,16,3,3,Female,3,Sales Executive,4,Single,5666,1,Y,Yes,13,2,0,6,1,3,5,3,1,3,0
39,Yes,Non-Travel,Research & Development,3,3,1,Female,2,Laboratory Technician,1,Single,3646,2,Y,Yes,23,2,0,11,2,4,1,0,0,0,1
49,No,Non-Travel,Research & Development,29,4,4,Male,3,Manufacturing Director,4,Divorced,6804,1,Y,Yes,15,1,2,7,0,3,7,7,1,7,0
26,No,Travel_Rarely,Sales,2,3,3,Male,3,Sales Executive,3,Married,5296,1,Y,No,17,2,1,8,3,3,8,7,7,7,0
30,No,Travel_Rarely,Sales,47,4,3,Male,3,Sales Executive,2,Married,9250,3,Y,No,12,2,1,9,3,3,4,2,1,3,0
22,No,Travel_Rarely,Research & Development,2,2,4,Male,2,Manufacturing Director,4,Married,4775,6,Y,No,22,1,2,4,2,1,2,2,2,2,1
35,No,Travel_Rarely,Sales,45,4,2,Female,2,Sales Representative,3,Married,2430,0,Y,No,23,1,2,6,5,3,5,3,4,2,1
56,No,Travel_Rarely,Research & Development,11,3,4,Male,1,Manufacturing Director,4,Single,7260,4,Y,No,11,1,0,37,3,2,6,4,0,2,0
54,No,Travel_Rarely,Research & Development,8,2,1,Male,3,Research Director,1,Married,19406,4,Y,No,11,3,1,24,4,2,4,2,1,2,0
40,Yes,Travel_Rarely,Research & Development,14,4,4,Male,3,Laboratory Technician,1,Single,2018,3,Y,No,14,2,0,15,3,1,5,4,1,0,0
57,No,Travel_Rarely,Sales,47,3,1,Male,2,Manager,4,Divorced,14118,3,Y,No,12,3,1,32,3,2,1,0,0,0,0
37,No,Travel_Frequently,Sales,2,4,3,Male,1,Sales Executive,4,Divorced,9525,1,Y,No,14,3,2,6,2,2,6,3,1,3,0
41,No,Travel_Rarely,Research & Development,19,4,2,Male,3,Laboratory Technician,4,Married,4766,3,Y,Yes,11,1,1,6,4,3,1,0,0,0,0
28,No,Travel_Rarely,Research & Development,31,4,4,Male,2,Laboratory Technician,1,Married,3196,1,Y,No,12,3,3,6,2,3,6,5,3,3,0
40,No,Travel_Frequently,Research & Development,42,3,2,Female,3,Research Scientist,2,Divorced,5605,1,Y,No,11,1,1,20,2,3,20,7,2,13,0
41,No,Travel_Rarely,Sales,5,3,3,Male,2,Sales Executive,2,Divorced,8938,2,Y,No,11,3,1,14,5,3,5,4,0,4,0
36,No,Travel_Rarely,Sales,5,4,1,Female,3,Sales Executive,2,Single,9278,3,Y,Yes,16,4,0,15,3,3,5,4,0,1,0
25,Yes,Travel_Rarely,Sales,14,2,1,Male,2,Sales Representative,1,Married,4400,3,Y,No,12,1,0,6,2,3,3,2,2,2,0
36,No,Travel_Rarely,Research & Development,11,3,1,Male,3,Laboratory Technician,2,Single,2013,2,Y,No,11,3,0,15,4,3,4,3,1,3,0
37,Yes,Travel_Rarely,Human Resources,10,4,3,Male,3,Human Resources,1,Divorced,2073,4,Y,Yes,22,4,0,7,3,3,3,2,0,2,1
55,No,Travel_Frequently,Research & Development,29,4,3,Male,3,Healthcare Representative,2,Married,6385,3,Y,Yes,14,4,2,17,3,3,8,7,6,7,0
40,Yes,Travel_Rarely,Sales,35,2,3,Male,2,Sales Executive,3,Married,6380,2,Y,Yes,12,1,2,8,6,3,6,4,1,0,0
25,No,Travel_Rarely,Sales,21,1,2,Male,3,Sales Representative,3,Married,2096,1,Y,No,11,3,0,7,1,3,7,4,0,6,0
30,No,Travel_Rarely,Research & Development,2,3,4,Male,1,Laboratory Technician,3,Married,3833,3,Y,No,21,3,2,7,2,3,2,2,0,2,1
49,No,Travel_Rarely,Research & Development,26,3,4,Female,3,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,2,1,17,2,2,2,2,2,2,0
27,No,Travel_Rarely,Sales,37,1,2,Female,2,Sales Representative,3,Married,3540,1,Y,No,21,4,1,9,5,3,9,8,5,8,1
18,No,Non-Travel,Research & Development,8,2,2,Male,3,Research Scientist,4,Single,1051,1,Y,No,15,4,0,0,2,3,0,0,0,0,0
28,No,Travel_Rarely,Research & Development,47,1,3,Male,1,Manufacturing Director,2,Married,6549,1,Y,No,14,2,2,8,2,2,8,6,1,7,0
31,No,Travel_Rarely,Research & Development,11,4,4,Male,3,Laboratory Technician,4,Divorced,5915,3,Y,No,22,4,1,10,3,2,7,7,1,7,1
36,No,Non-Travel,Research & Development,14,4,1,Male,4,Laboratory Technician,2,Married,2810,1,Y,No,22,2,0,5,3,3,5,4,0,2,1
36,No,Travel_Rarely,Research & Development,3,4,3,Male,3,Laboratory Technician,3,Single,2519,4,Y,No,21,3,0,16,6,3,11,8,3,9,1
33,No,Travel_Rarely,Research & Development,6,4,1,Female,2,Laboratory Technician,2,Married,3838,8,Y,No,11,4,0,8,5,3,5,4,0,2,0
58,No,Travel_Frequently,Research & Development,24,4,1,Male,3,Research Director,3,Married,15787,2,Y,Yes,14,2,0,23,3,3,2,2,2,2,0
38,No,Travel_Rarely,Sales,3,2,4,Male,3,Sales Executive,2,Single,7351,7,Y,No,16,3,0,10,2,3,1,0,0,0,0
39,No,Travel_Rarely,Research & Development,5,2,3,Male,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,4,1,11,3,3,10,8,0,7,0
40,No,Travel_Frequently,Research & Development,14,4,4,Male,3,Research Scientist,2,Divorced,3617,8,Y,Yes,14,4,1,3,2,3,1,1,0,0,0
33,No,Travel_Rarely,Research & Development,14,3,1,Male,3,Research Scientist,4,Married,2781,0,Y,No,13,2,1,15,5,3,14,10,4,10,0
51,No,Travel_Rarely,Sales,42,4,1,Female,3,Manager,3,Married,16307,2,Y,No,14,3,1,29,2,2,20,6,4,17,0
44,No,Travel_Rarely,Human Resources,2,3,3,Female,3,Human Resources,4,Divorced,3195,4,Y,Yes,18,1,3,8,2,3,2,2,2,2,0
42,No,Travel_Rarely,Research & Development,2,4,2,Female,3,Laboratory Technician,1,Divorced,2576,3,Y,No,16,2,1,8,5,3,5,2,1,2,0
54,No,Non-Travel,Human Resources,42,3,4,Female,4,Manager,4,Single,17328,2,Y,Yes,12,3,0,23,3,3,5,3,4,4,0
20,Yes,Travel_Frequently,Research & Development,10,3,4,Female,2,Laboratory Technician,4,Single,2926,1,Y,Yes,18,2,0,1,5,3,1,0,1,0,0
36,No,Travel_Frequently,Research & Development,29,4,3,Male,4,Laboratory Technician,4,Married,3688,4,Y,No,18,4,2,4,2,3,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,34,3,2,Male,4,Research Scientist,1,Married,3564,1,Y,Yes,12,1,1,8,3,2,8,7,1,7,0
35,No,Travel_Rarely,Research & Development,2,4,4,Female,4,Research Scientist,3,Single,2506,3,Y,No,13,3,0,7,0,3,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,43,2,4,Female,3,Research Scientist,2,Single,2311,2,Y,No,15,4,0,9,3,3,3,2,1,2,0
47,No,Travel_Rarely,Sales,3,4,4,Female,2,Sales Representative,4,Single,3294,1,Y,Yes,18,1,0,3,3,2,3,2,1,2,0
32,Yes,Travel_Rarely,Research & Development,14,3,1,Female,3,Laboratory Technician,1,Single,4200,7,Y,No,22,1,0,10,2,4,5,4,0,4,1
22,No,Travel_Rarely,Research & Development,18,3,1,Female,3,Research Scientist,2,Married,2244,1,Y,No,13,4,1,2,1,3,2,1,1,2,0
32,No,Non-Travel,Research & Development,2,4,4,Male,3,Research Scientist,1,Married,4087,4,Y,No,14,2,1,9,3,2,6,5,1,2,0
26,No,Travel_Rarely,Research & Development,2,2,2,Female,2,Research Scientist,3,Married,2933,1,Y,Yes,13,3,1,1,3,2,1,0,1,0,0
36,No,Travel_Rarely,Sales,16,4,2,Female,2,Sales Executive,3,Married,5673,1,Y,Yes,13,1,1,10,4,3,10,9,1,7,0
50,No,Non-Travel,Sales,2,3,4,Female,3,Sales Executive,3,Married,6347,0,Y,No,12,1,1,19,3,3,18,7,0,13,0
37,No,Travel_Rarely,Research & Development,31,2,2,Male,3,Research Scientist,2,Married,3022,4,Y,No,21,1,0,8,1,3,1,0,0,0,1
34,Yes,Travel_Rarely,Sales,39,4,1,Female,2,Sales Executive,2,Single,4599,0,Y,Yes,23,3,0,16,2,4,15,9,10,10,1
29,Yes,Travel_Frequently,Sales,39,3,3,Male,4,Sales Representative,1,Single,1091,1,Y,No,17,4,0,1,3,3,1,0,0,0,0
32,No,Travel_Rarely,Research & Development,8,4,2,Female,4,Research Scientist,4,Married,3312,3,Y,No,17,4,2,6,3,3,3,2,0,2,0
46,No,Travel_Rarely,Research & Development,2,4,4,Male,3,Healthcare Representative,1,Divorced,9396,7,Y,No,16,3,1,17,3,3,4,2,0,3,0
39,No,Travel_Frequently,Research & Development,2,1,2,Male,3,Manager,3,Divorced,19197,1,Y,Yes,14,3,1,21,3,3,21,8,1,6,0
37,No,Travel_Rarely,Research & Development,40,2,3,Female,2,Healthcare Representative,4,Divorced,5731,7,Y,No,13,3,2,9,2,3,6,2,1,3,0
34,Yes,Travel_Frequently,Research & Development,14,4,4,Male,3,Laboratory Technician,1,Married,5346,4,Y,No,17,3,1,11,3,2,7,1,0,7,0
36,No,Travel_Frequently,Research & Development,5,3,3,Male,3,Research Scientist,2,Married,3692,1,Y,No,12,3,0,12,2,2,11,10,0,7,0
34,No,Travel_Rarely,Sales,14,1,2,Female,3,Sales Executive,3,Married,5714,1,Y,No,20,1,0,6,3,2,6,5,1,3,1
50,No,Non-Travel,Research & Development,3,4,1,Male,3,Manager,1,Divorced,17924,1,Y,No,11,4,1,31,3,3,31,6,14,7,0
23,No,Travel_Rarely,Research & Development,32,1,1,Male,3,Laboratory Technician,3,Single,2272,0,Y,No,14,2,0,5,2,3,4,3,1,2,0
59,No,Travel_Rarely,Research & Development,29,4,4,Male,3,Manufacturing Director,4,Single,10512,6,Y,No,12,4,0,25,6,2,9,7,5,4,0
50,No,Travel_Frequently,Sales,19,3,3,Female,3,Sales Executive,4,Single,9208,4,Y,No,11,4,0,16,3,3,2,2,2,1,0
26,No,Travel_Frequently,Sales,2,3,3,Male,2,Sales Executive,1,Single,4294,1,Y,No,12,2,0,7,2,3,7,7,0,7,0
36,No,Travel_Rarely,Sales,3,2,2,Male,2,Sales Executive,3,Married,7596,1,Y,No,13,2,2,10,2,3,10,9,9,0,0
30,No,Travel_Rarely,Research & Development,14,2,4,Male,2,Laboratory Technician,3,Single,2206,1,Y,No,13,1,0,10,5,3,10,0,1,8,0
26,Yes,Travel_Frequently,Research & Development,5,1,3,Male,3,Research Scientist,1,Single,3102,0,Y,No,22,3,0,7,2,3,6,4,0,4,1
